,Education,Marital_Status,Yearly_Income,Recency_(days),Wines,Fruits,Meat,Fish,Sweets,Gold,Discount_Deal,Web_Deal,Catalog_Deal,Store_Deal,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Client_since_(month),Spending,Total_Deal_nondiscount,Children,total_cmp_accepted,Clusters,HasChildren
1117,Bachelor,Single,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,19.0,757,20,1,0,3,yes
1118,PhD,Married,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,35,25.6,125,7,1,0,4,yes
1119,Master,Divorced,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,41,19.8,332,11,2,0,3,yes
1120,Bachelor,Single,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,35,12.4,135,7,1,0,2,yes
1121,Bachelor,Married,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,60,25.8,330,12,1,0,2,yes
1122,Bachelor,Divorced,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,52,24.8,384,13,2,0,2,yes
1123,Bachelor,Single,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,48,29.2,1722,14,2,0,1,yes
1124,Bachelor,Couple,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,37,8.4,78,5,3,0,2,yes
1125,Undergraduate,Single,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,29,13.2,24,3,0,0,4,no
1126,Undergraduate,Divorced,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,62,12.5,1168,24,0,0,3,no
1127,Master,Married,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,63,23.8,957,13,1,1,3,yes
1128,Bachelor,Single,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,47,14.9,15,3,2,0,4,yes
1129,Bachelor,Married,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,5.9,57,4,1,0,2,yes
1130,Bachelor,Couple,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,not_accepted,not_accepted,not_accepted,accepted,not_accepted,no_complain,not_accepted,38,25.0,1956,22,1,1,1,yes
1131,Bachelor,Single,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,not_accepted,accepted,accepted,accepted,not_accepted,no_complain,accepted,29,14.3,2013,20,0,3,1,no
1132,Undergraduate,Couple,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,7.4,326,12,1,0,2,yes
1133,PhD,Married,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,32.2,77,6,2,0,2,yes
1134,PhD,Divorced,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,52,22.2,1313,19,0,0,1,no
1135,Master,Divorced,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,25,7.4,30,6,0,0,4,no
1136,Bachelor,Married,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,53,23.2,315,12,1,0,2,yes
1137,Master,Couple,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,61,18.6,660,18,1,0,3,yes
1138,Bachelor,Married,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,25,23.3,74,6,1,0,2,yes
1139,Undergraduate,Divorced,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,1.9,46,5,1,0,4,yes
1140,PhD,Single,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,52,16.7,86,6,1,0,2,yes
1141,Bachelor,Single,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,69,20.0,1103,24,0,0,3,no
1142,Master,Couple,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,11.5,61,7,1,0,4,yes
1143,Bachelor,Couple,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,33,13.6,145,7,1,1,2,yes
1144,Bachelor,Couple,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,58,27.9,684,19,2,0,3,yes
1145,PhD,Married,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,60,12.8,411,14,1,0,3,yes
1146,Bachelor,Single,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,28,27.0,27,3,1,1,4,yes
1147,PhD,Single,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,71,19.1,1060,25,0,0,3,no
1148,Bachelor,Couple,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,50,28.5,1459,21,1,0,3,yes
1149,Bachelor,Married,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,35,28.5,18,3,1,0,4,yes
1150,Bachelor,Couple,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,not_accepted,not_accepted,accepted,not_accepted,not_accepted,no_complain,accepted,40,27.7,1833,25,0,1,1,no
1151,Master,Married,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,54,10.1,237,10,1,0,3,yes
1152,PhD,Single,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,51,7.2,48,6,2,0,4,yes
1153,Bachelor,Married,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,38,17.6,515,16,2,0,2,yes
1154,Bachelor,Couple,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,32.1,1020,14,0,0,3,no
1155,Bachelor,Married,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,53,7.2,1370,10,0,0,1,no
1156,Bachelor,Married,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,63,14.1,1026,23,1,0,3,yes
1157,Bachelor,Married,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,9.4,301,11,1,0,2,yes
1158,Bachelor,Couple,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,58,27.9,684,19,2,0,3,yes
1159,Bachelor,Married,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,26.7,499,16,1,1,3,yes
1160,Bachelor,Couple,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,20,28.7,1004,20,0,0,1,no
1161,PhD,Married,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,14.8,218,10,1,0,2,yes
1162,Bachelor,Married,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,19.6,606,18,1,0,3,yes
1163,Undergraduate,Married,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,20.1,75,5,1,0,2,yes
1164,Bachelor,Couple,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,28.7,106,6,3,0,2,yes
1165,Bachelor,Married,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,66,19.4,990,16,0,0,1,no
1166,Bachelor,Single,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,45,11.4,1097,15,0,0,1,no
1167,Undergraduate,Married,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,18,10.6,16,3,0,1,4,no
1168,Undergraduate,Married,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,9.6,34,4,0,0,4,no
1169,PhD,Married,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,24,28.6,1711,15,0,0,1,no
1170,Master,Married,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,57,1.0,438,14,2,1,3,yes
1171,Undergraduate,Couple,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,35,17.2,75,5,1,0,4,yes
1172,Master,Married,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,54,13.8,225,10,1,0,2,yes
1173,Master,Married,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,62,34.2,18,3,2,0,2,yes
1174,Bachelor,Married,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,33,19.8,470,15,1,0,3,yes
1175,Bachelor,Divorced,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,33,20.9,91,6,2,0,4,yes
1176,Master,Single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,not_accepted,not_accepted,accepted,not_accepted,not_accepted,no_complain,not_accepted,23,10.7,2525,17,0,1,1,no
1177,Bachelor,Couple,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,complain,not_accepted,64,23.9,504,16,1,0,2,yes
1178,Bachelor,Married,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,57,20.3,235,10,1,0,2,yes
1179,PhD,Divorced,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,53,23.7,1232,18,1,1,3,yes
1180,Undergraduate,Single,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,22.2,88,7,2,0,4,yes
1181,Bachelor,Single,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,4.9,17,3,1,0,4,yes
1182,Bachelor,Single,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,29,23.0,24,4,1,0,4,yes
1183,Bachelor,Married,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,16.5,60,5,2,0,2,yes
1184,PhD,Single,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,not_accepted,not_accepted,not_accepted,accepted,not_accepted,no_complain,not_accepted,62,16.4,1020,25,1,1,3,yes
1185,PhD,Couple,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,52,31.1,155,8,1,0,4,yes
1186,Undergraduate,Married,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,10.2,51,4,2,0,2,yes
1187,Master,Divorced,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,44,24.6,1812,15,0,0,1,no
1188,Master,Single,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,not_accepted,accepted,accepted,not_accepted,not_accepted,no_complain,accepted,45,25.8,1461,21,1,2,3,yes
1189,Bachelor,Divorced,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,54,8.5,96,5,1,0,3,yes
1190,Bachelor,Single,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,62,10.6,160,8,1,0,3,yes
1191,Master,Married,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,45,20.6,139,7,2,0,2,yes
1192,Master,Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,20.6,908,21,1,0,3,yes
1193,Undergraduate,Married,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,24.0,183,7,1,0,2,yes
1194,Master,Married,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,45,21.3,1161,17,1,1,3,yes
1195,PhD,Married,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,8.0,988,13,0,0,1,no
1196,Undergraduate,Single,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,53,28.1,1072,24,1,0,3,yes
1197,Bachelor,Married,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,37,13.9,174,8,2,0,3,yes
1198,Bachelor,Married,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,complain,not_accepted,55,23.5,758,19,1,0,3,yes
1199,Master,Married,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,12.2,195,9,1,0,2,yes
1200,Bachelor,Divorced,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,35,27.1,31,4,1,1,4,yes
1201,Master,Couple,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,57,16.7,1084,16,0,0,3,no
1202,Master,Married,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,58,22.6,685,19,1,1,2,yes
1203,PhD,Married,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,not_accepted,not_accepted,accepted,not_accepted,not_accepted,no_complain,not_accepted,49,13.5,1672,25,0,1,1,no
1204,Bachelor,Married,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,24,14.3,43,5,0,0,4,no
1205,PhD,Couple,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,57,10.6,49,4,2,1,2,yes
1206,Bachelor,Couple,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,19.6,133,7,1,0,2,yes
1207,Bachelor,Couple,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,57,12.9,363,13,1,1,2,yes
1208,Bachelor,Couple,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,complain,not_accepted,59,20.8,545,16,1,0,3,yes
1209,Bachelor,Couple,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,14.3,1065,29,1,1,1,yes
1210,Bachelor,Couple,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,not_accepted,not_accepted,accepted,not_accepted,not_accepted,no_complain,not_accepted,45,13.1,2047,20,0,1,1,no
1211,Bachelor,Married,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,26.4,296,10,2,0,3,yes
1212,Bachelor,Single,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,39,18.4,140,7,2,0,2,yes
1213,Bachelor,Single,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,17.7,530,16,1,0,3,yes
1214,PhD,Couple,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,51,29.2,152,8,2,0,2,yes
1215,PhD,Couple,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,23,19.0,1598,23,0,0,3,no
1216,Bachelor,Single,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,51,23.7,114,6,1,0,2,yes
1217,Undergraduate,Single,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,28,28.7,101,7,1,0,4,yes
1218,Bachelor,Married,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,41,15.5,25,3,1,0,4,yes
1219,Undergraduate,Divorced,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,not_accepted,not_accepted,not_accepted,accepted,not_accepted,no_complain,not_accepted,57,23.5,789,21,0,1,1,no
1220,Bachelor,Married,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,33,17.3,87,5,2,1,2,yes
1221,PhD,Single,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,15.5,90,7,2,0,2,yes
1222,PhD,Married,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,55,20.4,1215,18,1,0,1,yes
1223,PhD,Single,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,59,12.9,811,21,0,1,3,no
1224,Bachelor,Married,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,28,26.7,61,5,1,1,4,yes
1225,Master,Married,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,16.8,405,13,1,0,3,yes
1226,Master,Married,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,59,9.2,72,6,2,0,2,yes
1227,Bachelor,Divorced,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,22.8,189,9,2,0,2,yes
1228,PhD,Couple,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,28,18.3,40,4,1,0,2,yes
1229,Bachelor,Divorced,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,4.0,63,7,1,0,2,yes
1230,Bachelor,Couple,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,31,21.7,52,5,1,0,4,yes
1231,PhD,Couple,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,11.0,39,4,1,0,2,yes
1232,Bachelor,Married,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,7.3,805,21,1,0,3,yes
1233,Master,Couple,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,58,8.6,130,7,1,0,3,yes
1234,Bachelor,Couple,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,not_accepted,accepted,accepted,not_accepted,accepted,no_complain,not_accepted,42,21.0,1631,23,0,3,1,no
1235,Bachelor,Married,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,25,21.1,34,4,1,0,4,yes
1236,Bachelor,Single,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,62,13.2,152,8,2,0,2,yes
1237,Undergraduate,Single,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,30,11.6,21,4,1,0,4,yes
1238,PhD,Married,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,47,22.0,71,5,3,0,3,yes
1239,Bachelor,Single,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,52,7.4,899,22,1,1,1,yes
1240,Master,Couple,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,67,8.5,711,9,0,0,3,no
1241,PhD,Couple,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,33.2,351,12,1,0,4,yes
1242,Bachelor,Divorced,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,7.6,8,0,0,0,4,no
1243,Undergraduate,Single,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,22,34.1,119,7,1,0,4,yes
1244,Bachelor,Couple,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,20.2,21,3,2,0,2,yes
1245,PhD,Couple,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,41,9.4,10,3,1,0,4,yes
1246,Bachelor,Married,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,7.4,973,24,1,1,3,yes
1247,PhD,Married,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,not_accepted,not_accepted,accepted,accepted,not_accepted,no_complain,accepted,49,16.4,1536,12,0,2,3,no
1248,Bachelor,Married,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,62,17.8,992,24,2,1,3,yes
1249,PhD,Married,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,47,22.6,1529,32,1,1,1,yes
1250,Bachelor,Married,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,12.9,860,15,1,0,1,yes
1251,Bachelor,Divorced,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,51,14.6,928,21,1,0,3,yes
1252,PhD,Married,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,44,29.5,418,14,2,0,3,yes
1253,Undergraduate,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,59,34.3,587,14,1,0,3,yes
1254,Bachelor,Married,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,0.9,641,17,1,0,1,yes
