,Education,Marital_Status,Yearly_Income,Recency_(days),Wines,Fruits,Meat,Fish,Sweets,Gold,Discount_Deal,Web_Deal,Catalog_Deal,Store_Deal,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Client_since_(month),Spending,Total_Deal_nondiscount,Children,total_cmp_accepted
435,1,0,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,58,18.6,46,4,1,0
436,0,1,67272.0,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,48,12.5,733,20,1,0
437,1,3,51529.0,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,65,18.0,467,15,1,0
438,2,2,32011.0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,43,16.5,122,7,1,0
439,3,2,7500.0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,28,18.2,36,5,1,0
440,0,2,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,25,21.1,34,4,1,0
441,2,2,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,66,12.5,156,8,1,0
442,0,2,18100.0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,68,19.0,14,3,0,0
443,0,3,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,25,24.4,37,4,1,0
444,3,2,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,40,9.6,34,4,0,0
445,0,1,23295.0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,55,17.9,20,3,0,0
446,1,1,42618.0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,42,15.9,192,9,1,0
447,0,3,81246.0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,50,12.2,1379,16,0,2
448,0,2,24027.0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,38,16.0,48,5,1,0
449,2,2,55707.0,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,61,12.5,428,14,1,0
450,0,3,57959.0,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,59,23.1,868,22,1,0
451,0,2,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,45,22.8,1001,24,1,0
452,1,3,36230.0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,43,14.7,59,6,1,0
453,3,2,70829.0,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,34,23.9,431,14,2,0
454,0,2,65991.0,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,38,30.2,971,24,1,0
455,0,2,38988.0,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,42,28.8,348,12,3,0
456,3,3,89572.0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,48,27.9,2059,23,0,2
457,1,2,42207.0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,30,24.2,265,10,1,1
458,0,2,50300.0,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,62,7.3,270,11,1,0
459,3,0,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,32,27.6,1289,18,0,0
460,0,2,60597.0,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,50,12.1,893,12,1,1
461,0,3,70165.0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,65,15.5,926,21,0,0
462,2,3,50520.0,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,56,11.2,135,7,1,0
463,0,2,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,51,6.3,1495,18,0,1
464,0,2,33183.0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,39,10.3,120,7,1,0
465,2,3,66582.0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,45,10.1,1288,19,0,0
466,2,0,75261.0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,59,20.6,1743,16,0,2
467,0,3,31880.0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,44,26.4,15,3,1,0
468,0,2,53790.0,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,63,7.0,542,17,2,0
469,2,0,49269.0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,43,28.9,890,22,1,0
470,0,2,61456.0,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,39,21.5,1388,29,1,0
471,0,2,37406.0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,34,14.9,17,3,1,0
472,2,0,56937.0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,33,33.2,906,23,1,1
473,0,2,38415.0,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,36,23.3,44,4,2,0
474,0,3,20518.0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,26,7.6,25,4,1,0
475,0,2,62503.0,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,58,22.7,973,22,1,0
476,2,3,41644.0,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,42,3.9,31,4,2,0
477,1,2,55842.0,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,37,7.4,518,16,1,0
478,2,2,62010.0,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,42,26.6,530,15,1,0
479,0,2,41124.0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,37,26.4,506,14,1,0
480,1,2,38961.0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,41,12.2,70,5,1,0
481,1,1,37760.0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,42,13.9,54,5,1,0
482,0,3,32233.0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,40,28.8,296,10,1,1
483,0,2,43057.0,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,39,14.2,266,11,1,0
484,1,0,83151.0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,54,27.1,747,18,0,0
485,2,1,78825.0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,50,27.9,895,28,0,0
486,1,0,65104.0,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,38,13.7,1053,15,1,0
487,0,2,60093.0,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,40,18.4,735,19,1,0
488,0,2,14045.0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,45,11.3,20,4,1,0
489,3,3,28457.0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,62,26.5,205,9,0,0
490,2,0,78952.0,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,56,27.6,2092,19,1,0
491,0,1,46310.0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,38,34.1,309,12,1,0
492,0,0,76005.0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,59,22.6,1722,21,0,1
493,1,3,58308.0,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,50,13.2,900,11,1,0
494,2,1,55614.0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,70,13.3,682,19,0,1
495,1,1,59432.0,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,52,20.9,663,19,1,0
496,0,1,55563.0,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,36,8.0,43,5,1,0
497,2,0,78642.0,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,43,20.6,1816,17,1,0
498,2,0,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,65,7.4,976,24,1,0
499,0,2,65275.0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,70,22.2,746,20,0,0
500,0,0,27203.0,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,64,31.2,64,4,2,0
501,1,0,48330.0,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,53,13.7,32,4,1,0
502,3,2,24279.0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,24,24.4,263,8,0,0
503,2,2,64355.0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,29,28.6,1445,19,1,0
504,1,0,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,58,18.6,46,4,1,0
505,0,3,53653.0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,61,30.1,1210,26,0,0
506,0,2,65665.0,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,38,22.9,945,23,1,0
507,0,3,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,25,17.7,1157,21,0,0
508,0,2,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,22,18.6,137,7,0,0
509,0,1,61250.0,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,55,24.8,730,19,1,0
510,2,0,39665.0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,33,19.5,216,9,1,1
511,0,3,60152.0,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,35,21.4,943,22,1,0
512,0,2,48920.0,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,50,14.6,347,13,2,1
513,1,0,89120.0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,55,9.6,1924,18,0,1
514,2,0,44124.0,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,68,14.0,397,13,1,0
515,1,3,81169.0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,39,20.9,2089,21,0,0
516,0,2,36443.0,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,53,22.3,138,7,2,0
517,0,3,26095.0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,24,18.3,42,4,1,0
518,0,0,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,55,16.5,777,16,0,0
519,1,2,80184.0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,70,12.1,1902,19,0,2
520,0,1,30630.0,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,49,11.3,52,5,2,0
521,1,3,73454.0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,27,12.1,1651,12,0,1
522,0,2,42691.0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,23,16.7,358,12,0,0
523,0,2,70503.0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,61,27.4,1727,15,0,2
524,0,2,25545.0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,27,29.1,210,7,1,0
525,0,2,32880.0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,28,33.1,42,4,1,0
526,2,0,77863.0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,56,13.3,1291,19,0,0
527,1,2,50353.0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,37,4.9,442,14,0,0
528,0,3,61839.0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,50,25.1,1895,16,0,0
529,2,2,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,54,22.0,411,13,2,0
530,3,3,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,39,22.8,521,15,1,0
531,0,3,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,45,15.6,1168,16,1,0
532,1,0,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,37,6.5,493,16,2,1
533,0,2,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,52,20.5,260,10,2,0
534,0,3,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,32,18.7,46,5,1,0
535,1,0,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,63,14.1,319,12,1,0
536,0,0,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,47,11.6,96,6,1,0
537,0,1,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,47,10.6,1062,15,0,1
538,3,0,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,62,17.0,232,10,1,0
539,1,3,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,33,12.4,76,6,1,0
540,3,0,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,37,17.9,54,6,1,0
541,0,3,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,45,31.2,201,9,1,0
542,2,3,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,30,25.4,406,12,1,0
543,2,2,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,32,18.0,1919,19,0,2
544,0,0,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,38,21.1,662,18,1,0
545,3,2,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,24,5.0,41,6,1,0
546,0,3,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,50,6.1,1600,13,0,0
547,0,2,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,34,22.0,134,7,1,0
548,0,2,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,46,11.3,69,6,2,1
549,1,2,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,41,9.2,21,4,2,0
550,3,3,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,51,9.2,54,5,2,0
551,0,3,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,25,5.0,91,6,1,1
552,2,3,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,43,6.1,526,16,1,0
553,0,2,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,51,20.7,162,7,0,0
554,1,2,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,65,18.9,1008,24,0,0
555,0,0,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,62,25.1,240,10,2,0
556,2,3,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,36,24.2,795,19,1,0
557,0,2,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,32,20.2,1772,18,0,1
558,3,2,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,44,22.1,64,6,0,0
559,0,0,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,55,19.6,1957,19,1,4
560,0,2,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,36,15.9,78,6,1,0
561,0,3,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,34,18.8,1572,19,0,0
562,1,0,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,43,18.5,795,24,1,0
563,3,2,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,11.7,889,21,1,0
564,2,1,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,51,20.0,331,12,1,0
565,2,0,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,64,5.9,265,10,1,0
566,0,3,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,52,32.1,1065,15,1,0
567,1,0,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,63,18.0,11,3,2,0
568,0,3,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,35,20.1,21,3,1,0
569,0,0,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,44,30.1,17,3,2,0
570,0,2,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,40,25.1,369,11,1,0
571,2,2,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,46,11.3,38,4,2,0
572,3,3,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,36,15.8,177,8,1,0
573,2,0,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,44,24.1,279,11,1,0
574,1,2,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,33,23.0,62,5,1,0
575,2,2,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,37,23.3,1230,18,1,3
576,0,2,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,46,12.0,182,8,2,0
577,0,2,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,44,16.5,49,6,2,0
578,2,0,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,48,15.7,75,6,2,0
579,1,0,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,58,16.0,227,10,2,0
580,2,2,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,40,27.0,215,10,2,1
581,0,0,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,63,21.8,444,13,1,0
582,3,0,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,47,14.6,47,4,2,0
583,1,2,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,63,20.8,143,6,0,0
584,0,0,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,31,10.1,55,5,1,0
585,3,0,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,43,8.6,63,7,2,0
586,0,3,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,59,27.6,1867,21,0,3
587,1,2,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,53,15.8,611,18,1,0
588,0,0,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,59,7.6,473,15,1,1
589,0,0,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,55,16.6,55,5,0,0
590,2,3,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,30,25.0,81,5,1,0
591,1,2,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,39,25.0,2086,21,0,2
592,1,3,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,49,14.9,1478,19,0,0
593,0,0,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,37,11.2,49,4,1,0
594,2,2,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,42,13.9,382,14,0,0
595,1,0,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,39,15.6,69,6,1,0
596,0,1,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,45,26.5,67,5,1,0
597,1,2,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,45,14.6,30,4,2,0
598,3,2,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,36,21.1,63,6,1,0
599,0,0,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,33,28.9,79,7,1,0
600,0,3,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,53,22.6,42,4,1,0
601,0,0,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,54,28.4,819,20,1,0
602,0,3,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,59,15.7,1151,16,0,0
603,2,2,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,66,28.0,594,17,2,0
604,1,0,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,48,23.5,129,7,2,0
605,1,3,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,28,24.4,213,8,1,0
606,0,3,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,41,2.0,67,5,1,0
607,0,1,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,58,14.1,28,4,3,0
608,3,2,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,39,26.5,45,4,1,0
609,0,2,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,49,6.0,1193,17,0,1
610,1,3,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,45,16.6,268,10,0,0
611,1,3,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,70,17.7,266,11,0,0
612,3,2,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,41,26.0,37,4,1,0
613,0,2,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,47,14.3,37,5,3,0
614,2,3,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,45,28.0,882,22,0,0
615,0,2,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,40,17.4,373,13,2,0
616,1,3,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,49,19.1,35,4,3,0
617,2,0,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,38,22.2,107,1,2,0
618,0,3,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,36,21.8,42,4,2,0
619,1,2,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,54,28.9,326,12,1,0
620,2,2,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,53,14.0,404,14,1,0
621,0,3,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,43,17.8,95,5,0,0
622,0,3,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,65,3.0,939,13,0,2
623,3,3,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,36,12.3,33,4,1,0
624,3,2,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,59,22.2,981,20,0,1
625,0,2,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,38,23.7,36,5,1,0
626,0,3,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,39,22.2,1237,19,1,0
627,0,0,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,54,27.7,1825,27,1,0
628,2,1,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,37,31.2,103,6,2,0
629,0,3,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,37,24.8,191,9,1,0
630,2,2,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,44,13.6,1586,23,1,0
631,2,0,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,56,6.7,963,13,0,0
632,3,2,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,11.7,889,21,1,0
633,3,3,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,54,10.6,93,6,0,1
634,0,3,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,41,20.7,1587,20,0,0
635,0,1,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,3.0,16,3,3,0
636,0,3,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,62,21.1,1375,31,0,0
637,0,2,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,52,17.2,393,13,1,0
638,1,1,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,64,27.5,1477,21,1,0
639,0,2,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,43,18.9,1179,16,1,1
640,0,0,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,54,32.2,1005,22,1,0
641,2,0,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,66,7.7,1348,20,0,0
642,2,1,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,55,24.4,1307,19,1,0
643,0,3,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,50,18.1,486,13,1,1
644,1,0,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,67,15.1,2252,12,0,2
645,2,2,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,43,16.7,235,10,2,0
646,0,0,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,44,23.6,1724,30,0,2
647,1,1,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,44,12.8,235,10,1,0
648,1,2,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,37,7.4,1092,25,1,0
649,0,0,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,56,15.7,599,15,1,0
650,1,3,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,54,10.6,2008,19,0,1
651,0,0,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,29,28.5,48,4,1,0
652,0,2,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,40,25.1,1174,27,1,0
